site_ap_ip, ,address, ,运营商
113.102.200.229, ,广东省东莞市, ,电信
110.81.176.175, ,福建省泉州市, ,电信
183.134.249.227, ,浙江省, ,电信中心网络
59.41.116.77, ,广东省广州市天河区, ,电信
61.150.93.133, ,陕西省汉中市, ,电信
112.31.57.174, ,安徽省, ,移动
222.91.80.202, ,陕西省西安市, ,电信
119.145.116.58, ,广东省深圳市, ,电信
61.188.207.114, ,四川省泸州市, ,电信
125.109.58.131, ,浙江省温州市, ,电信
113.94.27.148, ,广东省茂名市, ,电信
113.88.153.196, ,广东省深圳市, ,电信
222.89.230.207, ,河南省漯河市, ,电信
113.140.30.194, ,陕西省西安市, ,电信
58.221.160.198, ,江苏省南通市, ,电信
221.224.76.162, ,江苏省苏州市, ,三元网吧
61.140.132.213, ,广东省广州市海珠区, ,电信
58.63.115.162, ,广东省广州市白云区, ,电信
113.65.161.97, ,广东省广州市, ,电信
112.25.189.100, ,江苏省南京市, ,移动
222.84.96.146, ,广西柳州市柳北区, ,电信
171.116.81.167, ,山西省太原市, ,联通
36.62.19.136, ,安徽省阜阳市, ,电信
223.12.224.93, ,山西省, ,电信
113.88.111.125, ,广东省深圳市, ,电信
118.114.1.188, ,四川省成都市, ,电信
219.145.116.34, ,陕西省咸阳市, ,电信
120.37.91.170, ,福建省泉州市, ,电信
122.225.1.238, ,浙江省嘉兴市海盐县, ,电信
120.193.78.11, ,安徽省, ,移动
117.9.190.163, ,天津市, ,联通
61.190.189.46, ,安徽省亳州市利辛县, ,动感网城(建设路)
14.23.34.122, ,广东省广州市, ,电信
60.174.205.48, ,安徽省合肥市巢湖市, ,电信
183.22.27.40, ,广东省东莞市, ,电信
14.21.15.186, ,广东省茂名市, ,电信
113.116.216.23, ,广东省深圳市, ,电信
123.160.218.215, ,河南省郑州市, ,电信
183.63.59.102, ,广东省河源市, ,电信
171.92.14.69, ,四川省遂宁市, ,电信
119.60.7.210, ,宁夏银川市, ,电信
222.136.43.55, ,河南省焦作市, ,联通
113.25.26.227, ,山西省晋中市, ,电信
60.174.228.205, ,安徽省合肥市巢湖市, ,电信
58.211.34.58, ,江苏省苏州市, ,电信
171.92.14.61, ,四川省遂宁市, ,电信
121.11.165.134, ,广东省惠州市, ,电信
60.171.204.227, ,安徽省宿州市, ,电信
61.178.150.177, ,甘肃省白银市, ,电信
183.184.186.35, ,山西省太原市, ,联通
123.244.99.23, ,辽宁省朝阳市, ,电信
117.157.106.64, ,甘肃省, ,移动
182.131.87.115, ,四川省广安市, ,电信
219.133.249.120, ,广东省深圳市南山区, ,电信
113.108.104.41, ,广东省深圳市, ,电信
111.113.18.126, ,宁夏银川市, ,电信
113.66.124.167, ,广东省广州市, ,电信
60.191.35.2, ,浙江省杭州市, ,电信
110.178.77.184, ,山西省太原市, ,电信
218.75.163.178, ,湖南省岳阳市, ,电信
121.228.28.155, ,江苏省苏州市, ,电信
182.139.111.171, ,四川省成都市, ,电信
113.116.216.219, ,广东省深圳市, ,电信
36.7.88.240, ,安徽省合肥市, ,电信
223.215.167.204, ,安徽省马鞍山市, ,电信
218.22.50.134, ,安徽省合肥市, ,电信
60.195.6.107, ,北京市, ,鹏博士BGP
119.122.115.187, ,广东省深圳市, ,电信
58.213.87.98, ,江苏省南京市, ,电信
221.198.86.20, ,天津市武清区, ,联通
112.30.186.203, ,安徽省合肥市, ,移动
220.194.171.3, ,山西省运城市, ,联通
218.17.154.241, ,广东省深圳市, ,电信
220.180.167.104, ,安徽省阜阳市, ,电信
112.30.186.108, ,安徽省合肥市, ,移动
112.31.105.31, ,安徽省, ,移动
113.106.163.61, ,广东省惠州市, ,电信
223.241.232.37, ,安徽省马鞍山市, ,电信
113.116.192.88, ,广东省深圳市, ,电信
58.213.117.43, ,江苏省南京市, ,电信
36.35.20.3, ,安徽省合肥市, ,联通
112.4.159.74, ,江苏省南京市, ,移动
58.20.128.67, ,湖南省岳阳市, ,联通
124.114.155.10, ,陕西省西安市, ,电信
101.249.200.57, ,西藏, ,电信
112.25.189.24, ,江苏省南京市, ,移动
110.229.125.101, ,河北省保定市, ,联通
60.180.199.149, ,浙江省温州市, ,电信
58.62.1.6, ,广东省广州市, ,电信
60.166.43.74, ,安徽省合肥市, ,电信
223.86.99.177, ,四川省遂宁市, ,移动
223.220.173.58, ,青海省海东市, ,电信
219.128.3.25, ,广东省中山市, ,(坦洲镇)星辰网吧
112.31.208.3, ,安徽省合肥市, ,移动
113.90.247.196, ,广东省深圳市, ,电信
60.166.43.101, ,安徽省合肥市, ,电信
61.183.80.22, ,湖北省武汉市, ,电信
117.22.132.213, ,陕西省西安市, ,电信
110.166.225.122, ,青海省西宁市, ,电信
113.77.254.195, ,广东省东莞市, ,电信
61.130.79.230, ,浙江省衢州市开化县, ,金城网吧
112.27.236.82, ,安徽省, ,移动
221.207.54.220, ,青海省海东市, ,联通
182.132.192.116, ,四川省眉山市, ,电信
115.238.133.92, ,浙江省宁波市, ,电信
111.225.248.147, ,河北省保定市, ,电信
222.185.25.242, ,江苏省常州市, ,电信
113.90.246.126, ,广东省深圳市, ,电信
121.57.159.14, ,内蒙古赤峰市, ,电信
116.179.254.252, ,北京市, ,新国信通信有限公司
113.134.77.87, ,陕西省西安市, ,电信
110.229.125.253, ,河北省保定市, ,联通
183.66.136.158, ,重庆市合川区, ,电信
113.118.87.142, ,广东省深圳市, ,电信
119.136.91.235, ,广东省深圳市, ,电信
180.106.166.69, ,江苏省苏州市, ,电信
58.218.151.2, ,江苏省徐州市, ,电信
122.227.135.26, ,浙江省宁波市, ,电信
113.68.237.49, ,广东省广州市, ,电信
112.25.189.117, ,江苏省南京市, ,移动
222.92.34.222, ,江苏省苏州市, ,电信
36.7.158.229, ,安徽省合肥市, ,电信
113.81.85.243, ,广东省惠州市, ,电信
220.170.135.18, ,湖南省郴州市, ,电信
113.109.132.168, ,广东省广州市, ,电信
112.18.152.61, ,四川省达州市, ,移动
183.31.9.42, ,广东省惠州市, ,电信
61.164.235.76, ,浙江省嘉兴市, ,电信
218.19.214.235, ,广东省广州市白云区, ,电信
113.77.242.37, ,广东省东莞市, ,电信
182.200.78.208, ,辽宁省沈阳市铁西区, ,电信
222.93.186.160, ,江苏省苏州市, ,电信
182.200.79.177, ,辽宁省沈阳市铁西区, ,电信
59.173.180.52, ,湖北省武汉市, ,电信
182.148.37.247, ,四川省成都市, ,电信
111.22.16.133, ,湖南省, ,移动
112.26.86.197, ,安徽省淮北市, ,移动
119.136.89.189, ,广东省深圳市, ,电信
111.21.213.50, ,中国, ,移动
122.96.107.71, ,江苏省南京市, ,联通
1.197.77.115, ,河南省周口市, ,电信
60.220.78.146, ,山西省长治市, ,联通
221.230.3.1, ,江苏省镇江市丹阳市, ,导士银河网吧
58.48.31.16, ,湖北省武汉市, ,电信
202.97.147.109, ,山西省太原市, ,联通
112.25.189.85, ,江苏省南京市, ,移动
112.25.189.68, ,江苏省南京市, ,移动
36.7.90.163, ,安徽省合肥市肥西县, ,电信
218.4.164.130, ,江苏省苏州市, ,电信
61.185.31.135, ,陕西省咸阳市三原县, ,电信
180.140.172.51, ,广西南宁市, ,电信
218.75.42.226, ,浙江省杭州市, ,电信
219.139.50.49, ,湖北省黄冈市, ,极速之旅网吧
60.174.226.82, ,安徽省合肥市巢湖市, ,电信
111.113.8.126, ,宁夏银川市, ,电信
113.102.248.83, ,广东省东莞市, ,电信
183.134.249.226, ,浙江省, ,电信中心网络
112.27.236.64, ,安徽省, ,移动
113.13.159.84, ,广西柳州市, ,电信
1.194.215.122, ,河南省安阳市, ,电信
112.26.86.181, ,安徽省淮北市, ,移动
121.239.244.184, ,江苏省苏州市昆山市, ,电信
171.8.13.43, ,河南省郑州市, ,电信
113.88.153.233, ,广东省深圳市, ,电信
112.25.189.71, ,江苏省南京市, ,移动
113.67.183.208, ,广东省广州市, ,电信
124.226.192.101, ,广西柳州市, ,电信
218.94.16.6, ,江苏省南京市鼓楼区, ,电信
116.30.6.122, ,广东省深圳市, ,电信
182.131.38.198, ,四川省成都市, ,电信
220.168.73.57, ,湖南省长沙市, ,电信
42.48.173.129, ,湖南省株洲市, ,联通
113.68.152.3, ,广东省广州市, ,电信
113.13.159.83, ,广西柳州市, ,电信
113.108.104.36, ,广东省深圳市, ,电信
14.221.174.3, ,广东省东莞市, ,电信
118.113.181.4, ,四川省成都市, ,电信
180.107.67.208, ,江苏省苏州市, ,电信
60.191.71.226, ,浙江省杭州市, ,电信
60.171.250.77, ,安徽省宿州市, ,电信
182.131.41.5, ,四川省成都市, ,电信
114.235.192.228, ,江苏省徐州市, ,电信
36.43.97.124, ,陕西省汉中市, ,电信
183.6.58.99, ,广东省广州市, ,电信
116.24.190.204, ,广东省深圳市, ,电信
120.36.101.22, ,福建省福州市, ,电信
36.22.0.175, ,浙江省宁波市, ,电信
117.22.122.245, ,陕西省西安市, ,电信
171.88.28.96, ,四川省成都市, ,电信
60.166.43.70, ,安徽省合肥市, ,电信
61.164.43.203, ,浙江省杭州市, ,电信
115.235.172.17, ,浙江省温州市, ,电信
117.12.146.63, ,天津市, ,联通
118.113.180.132, ,四川省成都市, ,电信
171.90.26.8, ,四川省巴中市, ,电信
120.36.107.161, ,福建省福州市, ,电信
218.104.78.48, ,安徽省合肥市, ,中国科学技术大学联通
112.26.86.188, ,安徽省淮北市, ,移动
111.49.57.78, ,宁夏, ,移动
61.183.129.18, ,湖北省武汉市, ,电信
60.28.58.42, ,天津市, ,联通
113.91.52.135, ,广东省深圳市, ,电信
119.145.101.202, ,广东省东莞市, ,电信
113.111.115.177, ,广东省广州市, ,电信
114.216.130.203, ,江苏省苏州市, ,电信
220.179.83.91, ,安徽省阜阳市, ,电信
119.122.115.139, ,广东省深圳市, ,电信
183.66.133.74, ,重庆市, ,电信
219.134.113.243, ,广东省深圳市南山区, ,电信
112.30.186.207, ,安徽省合肥市, ,移动
114.102.153.83, ,安徽省宿州市, ,电信
112.27.254.242, ,安徽省, ,移动
171.215.110.206, ,四川省雅安市, ,电信
114.99.63.87, ,安徽省安庆市, ,电信
36.57.136.2, ,安徽省马鞍山市, ,电信
113.13.154.65, ,广西柳州市, ,电信
58.62.164.94, ,广东省广州市, ,电信
222.243.2.157, ,湖南省怀化市, ,电信
58.217.33.18, ,江苏省镇江市, ,电信
116.23.93.133, ,广东省广州市, ,电信
221.224.135.246, ,江苏省苏州市, ,电信
60.172.43.195, ,安徽省阜阳市, ,电信
61.164.235.131, ,浙江省嘉兴市, ,电信
218.63.111.5, ,云南省昭通市, ,电信
218.95.241.114, ,青海省西宁市, ,电信
112.14.54.60, ,浙江省宁波市, ,移动
222.77.106.10, ,福建省泉州市晋江市, ,电信
113.90.245.225, ,广东省深圳市, ,电信
121.34.237.70, ,广东省深圳市, ,电信
218.93.239.252, ,江苏省宿迁市, ,电信
125.93.73.75, ,广东省东莞市, ,电信
59.34.158.75, ,广东省茂名市, ,电信
110.87.158.113, ,福建省福州市, ,电信
110.87.175.182, ,福建省福州市, ,电信
36.62.62.44, ,安徽省阜阳市颍上县, ,电信
218.16.98.74, ,广东省东莞市, ,电信
182.200.136.68, ,辽宁省沈阳市新民市, ,电信
112.25.189.12, ,江苏省南京市, ,移动
112.30.144.110, ,安徽省合肥市, ,移动
112.31.84.33, ,安徽省, ,移动
113.116.56.58, ,广东省深圳市, ,电信
220.179.46.64, ,安徽省宿州市灵璧县, ,电信
111.163.190.183, ,天津市, ,联通
121.10.221.10, ,广东省汕头市, ,电信
113.116.59.160, ,广东省深圳市, ,电信
61.150.92.86, ,陕西省汉中市, ,电信
36.7.184.149, ,安徽省合肥市, ,电信
113.89.237.120, ,广东省深圳市, ,电信
218.16.255.42, ,广东省汕头市, ,电信
119.130.105.128, ,广东省广州市天河区, ,电信
180.106.204.169, ,江苏省苏州市, ,电信
220.168.92.30, ,湖南省长沙市, ,电信
42.91.73.42, ,甘肃省兰州市, ,电信
59.49.208.242, ,海南省保亭县, ,电信
36.152.67.238, ,江苏省, ,移动
42.48.173.131, ,湖南省株洲市, ,联通
123.174.70.125, ,山西省, ,电信
60.190.67.90, ,浙江省温州市苍南县, ,吉通三友网吧
223.8.62.46, ,山西省长治市, ,电信
218.4.41.174, ,江苏省苏州市太仓市, ,电信
112.31.73.15, ,安徽省, ,移动
171.113.160.203, ,湖北省, ,电信
119.186.160.46, ,山东省, ,联通
61.159.147.162, ,贵州省贵阳市, ,电信
218.106.84.19, ,安徽省合肥市巢湖市, ,联通
36.100.56.208, ,青海省西宁市, ,电信
111.163.191.24, ,天津市, ,联通
112.1.68.210, ,江苏省常州市, ,移动
110.182.234.11, ,山西省临汾市, ,电信
113.90.246.51, ,广东省深圳市, ,电信
113.116.148.48, ,广东省深圳市, ,电信
218.106.84.26, ,安徽省合肥市巢湖市, ,联通
218.19.115.225, ,广东省广州市白云区, ,/荔湾区电信
27.20.52.45, ,湖北省荆州市, ,电信
36.100.114.197, ,青海省西宁市, ,电信
113.116.147.99, ,广东省深圳市, ,电信
61.53.137.20, ,河南省开封市, ,联通
121.35.99.120, ,广东省深圳市宝安区, ,电信
60.191.65.158, ,浙江省杭州市, ,电信
219.136.134.162, ,广东省广州市越秀区, ,电信
116.5.199.14, ,广东省潮州市, ,电信
112.31.214.215, ,安徽省合肥市, ,移动
113.89.52.88, ,广东省深圳市, ,电信
112.25.189.102, ,江苏省南京市, ,移动
113.98.226.86, ,广东省深圳市, ,电信
113.118.12.250, ,广东省深圳市, ,电信
60.171.241.196, ,安徽省宿州市, ,电信
112.30.186.36, ,安徽省合肥市, ,移动
122.227.107.246, ,浙江省衢州市, ,电信
113.118.13.218, ,广东省深圳市, ,电信
122.96.107.69, ,江苏省南京市, ,联通
125.38.237.113, ,天津市, ,联通
112.26.86.192, ,安徽省淮北市, ,移动
58.216.141.186, ,江苏省常州市, ,电信
61.178.64.249, ,甘肃省兰州市, ,电信
1.195.111.232, ,河南省三门峡市, ,电信
117.83.146.20, ,江苏省苏州市, ,电信
124.114.149.86, ,陕西省西安市, ,明德门麒麟阁网吧
27.17.60.22, ,湖北省武汉市, ,电信
110.167.224.194, ,青海省西宁市, ,电信
59.37.14.162, ,广东省江门市, ,电信
119.123.239.17, ,广东省深圳市, ,电信
60.14.68.106, ,黑龙江省大庆市, ,联通
58.18.100.213, ,内蒙古乌兰察布市, ,联通
113.68.159.14, ,广东省广州市, ,电信
111.9.176.103, ,四川省泸州市, ,移动
60.191.62.90, ,浙江省杭州市, ,宾江区蒲沿路智冠网吧
103.240.36.99, ,甘肃, ,联通
116.21.159.102, ,广东省广州市天河区, ,电信
222.88.201.204, ,河南省焦作市, ,电信
42.91.214.83, ,甘肃省兰州市, ,电信
116.22.166.87, ,广东省广州市, ,电信
218.15.40.106, ,广东省韶关市, ,电信
121.33.115.233, ,广东省广州市, ,电信
59.53.161.220, ,江西省南昌市, ,电信
119.123.239.4, ,广东省深圳市, ,电信
220.179.93.242, ,安徽省阜阳市颍泉区, ,电信
183.22.31.223, ,广东省东莞市, ,电信
180.140.170.116, ,广西南宁市, ,电信
171.215.83.237, ,四川省雅安市, ,电信
113.68.149.198, ,广东省广州市, ,电信
36.46.170.241, ,陕西省西安市, ,电信
180.140.170.195, ,广西南宁市, ,电信
117.28.29.90, ,福建省泉州市, ,电信
180.137.44.186, ,广西崇左市, ,电信
36.35.133.37, ,安徽省, ,联通
36.7.175.116, ,安徽省合肥市, ,电信
119.123.127.2, ,广东省深圳市, ,电信
122.224.174.214, ,浙江省杭州市, ,电信
182.132.102.180, ,四川省巴中市, ,电信
117.71.51.192, ,安徽省合肥市, ,电信
222.89.230.178, ,河南省漯河市, ,电信
220.172.184.195, ,贵州省黔东南州凯里市, ,CZ88.NET
171.8.197.213, ,河南省郑州市, ,电信
113.118.85.187, ,广东省深圳市, ,电信
60.166.43.72, ,安徽省合肥市, ,电信
116.24.190.158, ,广东省深圳市, ,电信
61.146.46.86, ,广东省惠州市, ,电信
113.116.150.48, ,广东省深圳市, ,电信
110.188.238.74, ,四川省绵阳市, ,电信
117.63.170.236, ,江苏省常州市, ,电信
182.132.105.30, ,四川省巴中市, ,电信
60.218.60.214, ,黑龙江省大庆市, ,联通
222.209.156.35, ,四川省成都市, ,电信
222.209.155.11, ,四川省成都市, ,电信
140.240.85.47, ,海南省三亚市, ,电信
222.209.159.199, ,四川省成都市, ,电信
60.166.43.89, ,安徽省合肥市, ,电信
218.13.76.134, ,广东省佛山市禅城区, ,电信
118.183.188.210, ,甘肃省武威市, ,电信
112.30.186.158, ,安徽省合肥市, ,移动
113.107.173.47, ,广东省潮州市, ,电信
61.164.235.194, ,浙江省嘉兴市, ,电信
223.221.218.198, ,青海省海南州, ,电信
112.29.79.150, ,安徽省合肥市, ,移动
125.72.52.41, ,青海省西宁市, ,电信
116.1.54.166, ,广西桂林市, ,电信
113.88.242.45, ,广东省深圳市, ,电信
112.25.189.9, ,江苏省南京市, ,移动
182.101.46.104, ,江西省南昌市, ,电信
218.23.9.169, ,安徽省宿州市, ,电信
182.101.47.232, ,江西省南昌市, ,电信
112.31.84.17, ,安徽省, ,移动
117.22.184.42, ,陕西省西安市, ,电信
112.30.186.150, ,安徽省合肥市, ,移动
27.44.250.86, ,广东省东莞市, ,联通
219.145.218.102, ,陕西省汉中市, ,电信
116.208.200.84, ,湖北省随州市, ,电信
113.111.114.47, ,广东省广州市, ,电信
113.88.134.50, ,广东省深圳市, ,电信
60.12.91.171, ,浙江省嘉兴市, ,联通
36.7.136.146, ,安徽省合肥市包河区, ,电信
171.43.174.22, ,湖北省武汉市, ,电信
114.216.214.237, ,江苏省苏州市, ,电信
125.92.172.169, ,广东省中山市, ,电信
36.44.180.216, ,陕西省西安市, ,电信
121.207.5.2, ,福建省泉州市, ,电信
49.84.170.106, ,江苏省苏州市, ,电信
223.199.1.161, ,海南省, ,电信
119.123.138.157, ,广东省深圳市, ,电信
1.82.131.160, ,陕西省宝鸡市, ,电信
221.237.199.2, ,四川省泸州市, ,电信
125.75.116.81, ,甘肃省天水市, ,电信
117.90.34.0, ,江苏省镇江市, ,电信
218.4.117.142, ,江苏省苏州市, ,电信
112.25.189.69, ,江苏省南京市, ,移动
60.218.125.202, ,黑龙江省大庆市, ,联通
112.27.253.213, ,安徽省, ,移动
60.15.234.170, ,黑龙江省绥化市, ,联通
1.83.232.250, ,陕西省西安市, ,电信
36.100.107.179, ,青海省西宁市, ,电信
222.210.212.80, ,四川省成都市, ,电信
117.82.119.19, ,江苏省苏州市, ,电信
115.236.87.117, ,浙江省杭州市, ,电信数据中心
119.136.24.163, ,广东省深圳市, ,电信
218.23.15.78, ,安徽省宿州市, ,电信
1.83.234.170, ,陕西省西安市, ,电信
113.134.36.234, ,陕西省西安市, ,电信
112.66.42.66, ,海南省海口市, ,电信
61.164.234.204, ,浙江省嘉兴市, ,电信
183.21.111.15, ,广东省茂名市, ,电信
14.220.115.232, ,广东省东莞市, ,电信
139.203.182.16, ,四川省, ,电信
116.11.197.72, ,广西南宁市, ,电信
112.25.189.20, ,江苏省南京市, ,移动
61.146.114.2, ,广东省河源市, ,电信
183.134.240.91, ,浙江省, ,电信中心网络
183.14.77.62, ,广东省深圳市, ,电信
58.49.169.222, ,湖北省武汉市, ,电信
112.66.33.7, ,海南省海口市, ,电信
182.141.139.240, ,四川省凉山州, ,电信
27.23.180.177, ,湖北省黄冈市蕲春县, ,电信
125.75.40.117, ,甘肃省兰州市, ,电信
182.149.147.223, ,四川省成都市, ,电信
113.106.188.50, ,广东省惠州市, ,电信
218.89.61.44, ,四川省广安市, ,电信
114.216.103.0, ,江苏省苏州市, ,电信
117.10.220.141, ,天津市, ,联通
113.116.32.94, ,广东省深圳市, ,电信
180.104.115.38, ,江苏省徐州市, ,电信
110.81.154.95, ,福建省泉州市, ,电信
125.93.72.122, ,广东省东莞市, ,电信
118.112.183.174, ,四川省成都市郫县, ,电信
153.36.106.10, ,江苏省徐州市, ,联通
222.138.69.163, ,河南省开封市, ,联通
49.64.2.90, ,江苏省苏州市, ,电信
139.170.217.87, ,青海省西宁市, ,联通
36.62.52.217, ,安徽省阜阳市, ,电信
117.14.1.114, ,天津市, ,联通
60.173.139.213, ,安徽省六安市, ,电信
220.179.157.40, ,安徽省滁州市来安县, ,电信
106.35.200.121, ,内蒙古呼伦贝尔市, ,电信
113.90.247.43, ,广东省深圳市, ,电信
116.21.17.251, ,广东省广州市, ,电信
58.49.126.102, ,湖北省武汉市, ,(东西湖区)电信
183.160.74.190, ,安徽省合肥市, ,电信
183.197.208.110, ,河北省秦皇岛市, ,移动
1.84.209.47, ,陕西省西安市, ,电信
111.33.130.101, ,天津市, ,移动
61.190.141.234, ,安徽省阜阳市, ,电信
218.22.185.242, ,安徽省铜陵市, ,搜城网络会所(黑天鹅酒店斜对面)
125.72.52.21, ,青海省西宁市, ,电信
117.32.251.158, ,陕西省西安市, ,电信
119.122.114.232, ,广东省深圳市, ,电信
111.163.208.100, ,天津市, ,联通
124.166.240.248, ,山西省阳泉市, ,联通
112.26.95.175, ,安徽省淮北市, ,移动
219.136.196.181, ,广东省广州市, ,电信
182.140.21.123, ,四川省甘孜州, ,电信
112.27.254.235, ,安徽省, ,移动
111.161.247.54, ,天津市津南区, ,联通
111.21.60.250, ,陕西省西安市, ,移动
111.21.177.142, ,中国, ,移动
110.229.41.141, ,河北省保定市, ,联通
118.72.29.182, ,山西省大同市, ,联通
116.24.191.3, ,广东省深圳市, ,电信
112.27.254.228, ,安徽省, ,移动
113.116.147.171, ,广东省深圳市, ,电信
124.114.151.182, ,陕西省西安市, ,电信
171.113.239.139, ,湖北省, ,电信
61.140.115.244, ,广东省广州市天河区, ,电信
113.68.100.48, ,广东省广州市, ,电信
222.242.188.3, ,湖南省郴州市, ,电信
220.189.250.90, ,浙江省嘉兴市海盐县, ,武原镇金苹果网吧
112.30.186.98, ,安徽省合肥市, ,移动
60.165.226.184, ,甘肃省武威市, ,电信
175.167.108.102, ,辽宁省朝阳市, ,联通
36.7.42.208, ,安徽省亳州市, ,电信
183.6.147.106, ,广东省广州市, ,电信
182.129.184.187, ,四川省泸州市, ,电信
60.21.166.106, ,辽宁省丹东市, ,联通
180.123.151.41, ,江苏省徐州市, ,电信
61.155.233.106, ,江苏省南京市, ,电信
223.112.204.182, ,江苏省常州市, ,移动
218.17.94.226, ,广东省深圳市福田区, ,/龙岗区电信
113.134.38.138, ,陕西省西安市, ,电信
182.200.15.5, ,辽宁省沈阳市沈河区, ,电信
112.26.202.88, ,安徽省, ,移动
220.179.69.54, ,安徽省阜阳市, ,电信
60.166.159.168, ,安徽省合肥市, ,电信
119.119.76.121, ,辽宁省沈阳市, ,联通
119.109.28.103, ,辽宁省大连市, ,联通
14.120.50.39, ,广东省东莞市, ,电信
220.189.250.86, ,浙江省嘉兴市, ,惠州海岸网吧
112.30.186.123, ,安徽省合肥市, ,移动
117.36.74.170, ,陕西省西安市, ,电子竞技馆
122.227.166.82, ,浙江省宁波市, ,电信
218.75.210.65, ,湖南省株洲市, ,电信
113.227.128.69, ,辽宁省大连市, ,联通
113.116.205.198, ,广东省深圳市, ,电信
124.92.78.67, ,辽宁省沈阳市, ,联通
112.31.57.33, ,安徽省, ,移动
116.24.74.231, ,广东省深圳市福田区, ,电信
121.207.4.101, ,福建省泉州市, ,电信
123.7.17.102, ,河南省信阳市, ,联通
175.160.149.213, ,辽宁省沈阳市, ,联通
111.163.141.136, ,天津市, ,联通
112.26.86.194, ,安徽省淮北市, ,移动
222.74.64.34, ,内蒙古赤峰市, ,电信
59.36.178.146, ,广东省东莞市, ,电信
61.144.73.3, ,广东省广州市, ,电信
112.31.57.31, ,安徽省, ,移动
202.109.210.245, ,福建省泉州市, ,华侨大学
103.250.58.39, ,新加坡, ,CZ88.NET
59.45.163.22, ,辽宁省抚顺市, ,电信
115.197.210.39, ,浙江省杭州市, ,电信
220.179.49.228, ,安徽省宿州市, ,电信
117.27.71.3, ,福建省福州市, ,电信
113.65.207.212, ,广东省广州市, ,电信
112.226.164.227, ,山东省青岛市, ,联通
116.24.191.64, ,广东省深圳市, ,电信
112.26.95.184, ,安徽省淮北市, ,移动
106.86.209.150, ,重庆市, ,电信
113.64.206.246, ,广东省茂名市, ,电信
61.157.132.52, ,四川省绵阳市梓潼县, ,彬彬网吧
117.22.181.85, ,陕西省西安市, ,电信
113.105.189.90, ,广东省东莞市, ,电信
61.130.49.130, ,浙江省衢州市柯城区, ,航埠镇寻梦园网吧
36.47.138.44, ,陕西省西安市, ,电信
60.166.43.88, ,安徽省合肥市, ,电信
222.212.249.135, ,四川省成都市, ,电信
113.88.196.127, ,广东省深圳市, ,电信
183.4.27.249, ,广东省汕头市, ,电信
112.31.84.21, ,安徽省, ,移动
218.75.164.62, ,湖南省岳阳市, ,电信
113.111.11.226, ,广东省广州市, ,电信
